"Ebene";"EDV-Code";"Code";"Ebene Erl.";"Titel/Erläuterungstext"
3;"0941";"09.4.1";"001.004";"Dienstleistungen von Berg- und Reiseführern usw."
3;"0941";"09.4.1";"001.005";"Navigationshilfsleistungen für Wassersport"
3;"0941";"09.4.1";"002";"Umfasst auch:"
3;"0941";"09.4.1";"002.001";"Miete von Spezialsportschuhen wie Ski-, Fußball-, Golfschuhe sowie ähnliche mit Kufen, Rollen, Spikes, Beschlägen usw. ausgerüstete Schuhe"
3;"0941";"09.4.1";"002.002";"Seilbahnen und Sessellifte in Skigebieten und Ferienzentren"
3;"0941";"09.4.1";"003";"Umfasst nicht:"
3;"0941";"09.4.1";"003.001";"Seilbahnen und Sessellifte außerhalb von Skigebieten und Freizeitzentren (s. 07.3.6)"
4;"09411";"09.4.1.1";"000";"Besuch von Sport- und Erholungsveranstaltungen"
4;"09411";"09.4.1.1";"001";"Umfasst:"
4;"09411";"09.4.1.1";"001.001";"Dienstleistungen von:"
4;"09411";"09.4.1.1";"001.001.001";"Sportstätten, Pferderennbahnen, Autorennstrecken, Radrennbahnen usw. um bei den Veranstaltungen als Zuschauer teilzunehmen"
4;"09411";"09.4.1.1";"001.001.002";"Rummelplätze und Vergnügungsparks"
4;"09412";"09.4.1.2";"000";"Teilnahme an Sport- und Erholungsveranstaltungen"
4;"09412";"09.4.1.2";"001";"Umfasst:"
4;"09412";"09.4.1.2";"001.001";"Eisbahnen, Schwimmbäder, Golfplätze, Turnhallen, Fitness-Studios, Tennisplätzen, Squashplätzen und Kegelbahnen"
4;"09412";"09.4.1.2";"001.002";"Karusselle, Wippen u.a. Spielplatzeinrichtungen für Kinder"
4;"09412";"09.4.1.2";"001.003";"Spielautomaten u.a. Spiele für Erwachsene mit Ausnahme von Glücksspielen"
4;"09412";"09.4.1.2";"001.004";"Skipisten, Skilifte und dergleichen"
4;"09412";"09.4.1.2";"001.005";"Miete von Ausrüstung und Zubehör für Sport und Erholung, wie Flugzeuge, Boote, Pferde, Ski- und Campingausrüstung"
4;"09412";"09.4.1.2";"001.006";"Außerschulischer Einzel- oder Gruppenunterricht in Bridge, Schach, Aerobic, Tanzen, Musik, Eislaufen, Skifahren, Schwimmen oder anderen Zeitvertreiben"
4;"09412";"09.4.1.2";"001.007";"Dienstleistungen von Berg- und Reiseführern usw."
4;"09412";"09.4.1.2";"001.008";"Navigationshilfsleistungen für Wassersport"
4;"09412";"09.4.1.2";"002";"Umfasst auch:"
4;"09412";"09.4.1.2";"002.001";"Miete von Spezialsportschuhen wie Ski-, Fußball-, Golfschuhe sowie ähnliche mit Kufen, Rollen, Spikes, Beschlägen usw. ausgerüstete Schuhe"
4;"09412";"09.4.1.2";"003";"Umfasst nicht:"
4;"09412";"09.4.1.2";"003.001";"Seilbahnen und Sessellifte außerhalb von Skigebieten und Freizeitzentren (s. 07.3.6.1)"
3;"0942";"09.4.2";"000";"Kulturdienstleistungen"
3;"0942";"09.4.2";"001";"Umfasst:"
3;"0942";"09.4.2";"001.001";"Dienstleistungen von:"
3;"0942";"09.4.2";"001.001.001";"Kinos, Theater, Opernhäuser, Konzerthallen, Musiksälen, Zirkussen, Ton- und Lichtshows"
3;"0942";"09.4.2";"001.001.002";"Museen, Büchereien, Kunstgalerien, Ausstellungen"
3;"0942";"09.4.2";"001.001.003";"Historischen Denkmälern, Nationalparks, zoologischen und botanischen Gärten, Aquarien"
3;"0942";"09.4.2";"001.002";"Miete von Geräten und Zubehör für Kultur, wie Fernsehgeräte, Videokassetten usw."
3;"0942";"09.4.2";"001.003";"Fernseh- und Rundfunkübertragungen, insbesondere Lizenzgebühren für Fernsehausrüstung und Gebühren für Fernseh- und Rundfunksender"
3;"0942";"09.4.2";"001.004";"Dienstleistungen von Fotografen wie Filmentwicklung, Fotobearbeitung, Vergrößerung, Portraitaufnahmen, Hochzeitsfotos usw."
3;"0942";"09.4.2";"002";"Umfasst auch:"
3;"0942";"09.4.2";"002.001";"Dienstleistungen von Musikern, Clowns, Künstlern für private Unterhaltung"
4;"09421";"09.4.2.1";"000";"Kinos, Theater, Konzerthallen"
4;"09421";"09.4.2.1";"001";"Umfasst:"
4;"09421";"09.4.2.1";"001.001";"Kinos"
4;"09421";"09.4.2.1";"001.002";"Theater, Opernhäuser"
4;"09421";"09.4.2.1";"001.003";"Konzerthallen, Musiksäle"
4;"09421";"09.4.2.1";"001.004";"Zirkussen, Ton- und Lichtshows u.ä."
4;"09421";"09.4.2.1";"002";"Umfasst auch:"
4;"09421";"09.4.2.1";"002.001";"Dienstleistungen von Musikern, Clowns, Künstlern für private Unterhaltung"
4;"09422";"09.4.2.2";"000";"Museen, Kunstgalerien, zoologische und botanische Gärten"
4;"09422";"09.4.2.2";"001";"Umfasst:"
4;"09422";"09.4.2.2";"001.001";"Museen, Kunstgalerien, Ausstellungen, einschließlich historischer Monumente"
4;"09422";"09.4.2.2";"001.002";"Büchereien"
4;"09422";"09.4.2.2";"001.003";"Nationalparks, zoologische und botanische Gärten"
4;"09423";"09.4.2.3";"000";"Fernseh- und Rundfunkgebühren, Abonnementsgebühren"
4;"09423";"09.4.2.3";"001";"Umfasst:"
4;"09423";"09.4.2.3";"001.001";"Fernseh- und Rundfunkgebühren"
4;"09423";"09.4.2.3";"001.002";"Abonnementsgebühren für Kabel- und Bezahlfernsehen"
4;"09423";"09.4.2.3";"002";"Umfasst auch:"
4;"09423";"09.4.2.3";"002.001";"Fernsehen auf Abruf"
4;"09423";"09.4.2.3";"003";"Umfasst nicht:"
4;"09423";"09.4.2.3";"003.001";"Miete von Fernseh- und Rundfunkgeräten (s. 09.4.2.4)"
4;"09424";"09.4.2.4";"000";"Miete von Geräten und Zubehör für Kultur"
4;"09424";"09.4.2.4";"001";"Umfasst:"
4;"09424";"09.4.2.4";"001.001";"Miete von DVDs, Videokassetten, CDs, Blue-ray"
4;"09424";"09.4.2.4";"001.002";"Miete von Geräten und Zubehör für Kultur, wie Fernsehgeräte"
4;"09425";"09.4.2.5";"000";"Dienstleistungen von Fotografen"
4;"09425";"09.4.2.5";"001";"Umfasst:"
4;"09425";"09.4.2.5";"001.001";"Dienstleistungen von Fotografen wie Filmentwicklung, Fotobearbeitung, Vergrößerung, Portraitaufnahmen, Hochzeitsfotos usw."
4;"09425";"09.4.2.5";"002";"Umfasst auch:"
4;"09425";"09.4.2.5";"002.001";"Dienstleistungen von nicht-spezialisierten Einzelhandelsgeschäften, z.B. Supermärkten, Elektronikgeschäften usw. und Internethändlern"
4;"09429";"09.4.2.9";"000";"Andere Kulturdienstleistungen"
4;"09429";"09.4.2.9";"001";"Umfasst:"
4;"09429";"09.4.2.9";"001.001";"Miete und Leasing von Musikinstrumenten"
3;"0943";"09.4.3";"000";"Glücksspiele"
3;"0943";"09.4.3";"001";"Umfasst:"
3;"0943";"09.4.3";"001.001";"Leistungsentgelte für Lotterien, Buchmacher, Totalisatoren, Spielcasinos u.a. Spielbetriebe, Spielautomaten, Bingohallen, Rubbelkarten, Wetten usw. (Das Leistungsentgelt ist die Differenz zwischen den geleisteten Beträgen aller Lotto- oder Wetteinsätze und den Beträgen, die an die Gewinner ausgezahlt werden.)"
4;"09430";"09.4.3.0";"000";"Glücksspiele"
4;"09430";"09.4.3.0";"001";"Umfasst:"
4;"09430";"09.4.3.0";"001.001";"Leistungsentgelte für Lotterien, Buchmacher, Totalisatoren, Spielcasinos u.a. Spielbetriebe, Spielautomaten, Bingohallen, Rubbelkarten, Wetten usw. (Das Leistungsentgelt ist die Differenz zwischen den geleisteten Beträgen aller Lotto- oder Wetteinsätze und den Beträgen, die an die Gewinner ausgezahlt werden.)"
2;"095";"09.5";"000";"Zeitungen, Bücher und Schreibwaren"
3;"0951";"09.5.1";"000";"Bücher"
3;"0951";"09.5.1";"001";"Umfasst:"
3;"0951";"09.5.1";"001.001";"Bücher einschließlich Atlanten, Wörterbücher, Enzyklopädien, Textbücher, Reiseführer und Partituren"
3;"0951";"09.5.1";"002";"Umfasst auch:"
3;"0951";"09.5.1";"002.001";"Einklebebücher und Alben für Kinder"
3;"0951";"09.5.1";"002.002";"Dienstleistungen von Buchbindereien"
3;"0951";"09.5.1";"003";"Umfasst nicht:"
3;"0951";"09.5.1";"003.001";"Bespielte Tonbänder und CDs mit Erzählungen, Stücken, Gedichten usw. (s. 09.1.4)"
3;"0951";"09.5.1";"003.002";"Bespielte Disketten und CD-ROMs, die Bücher, Lexika, Enzyklopädien, Fremdsprachentrainer usw. in Form von Software enthalten (s. 09.1.4)"
3;"0951";"09.5.1";"003.003";"Briefmarkenalben (s. 09.3.1)"
4;"09511";"09.5.1.1";"000";"Belletristik"
4;"09511";"09.5.1.1";"001";"Umfasst:"
4;"09511";"09.5.1.1";"001.001";"Kinderbücher"
4;"09511";"09.5.1.1";"002";"Umfasst auch:"
4;"09511";"09.5.1.1";"002.001";"Einklebebücher und Alben für Kinder"
4;"09511";"09.5.1.1";"003";"Umfasst nicht:"
4;"09511";"09.5.1.1";"003.001";"Downloads von Belletristikbüchern als E-Books (s. 09.5.1.4)"
4;"09512";"09.5.1.2";"000";"Lehrbücher"
4;"09512";"09.5.1.2";"001";"Umfasst:"
4;"09512";"09.5.1.2";"001.001";"Lehrbücher"
4;"09513";"09.5.1.3";"000";"Andere Sachbücher"
4;"09513";"09.5.1.3";"001";"Umfasst:"
4;"09513";"09.5.1.3";"001.001";"Wörterbücher"
4;"09513";"09.5.1.3";"001.002";"Kunstbücher"
4;"09513";"09.5.1.3";"001.003";"Reiseführer"
4;"09513";"09.5.1.3";"001.004";"Nachschlagewerke"
4;"09513";"09.5.1.3";"002";"Umfasst nicht:"
4;"09513";"09.5.1.3";"002.001";"Dienstleistungen von Buchbindereien und Downloaden von Sachbüchern als E-Books (s. 09.5.1.4)"
4;"09514";"09.5.1.4";"000";"Buchbinderei und Download von E-Books"
4;"09514";"09.5.1.4";"001";"Umfasst:"
4;"09514";"09.5.1.4";"001.001";"Dienstleistungen von Buchbindereien"
4;"09514";"09.5.1.4";"001.002";"Downloaden von Belletristik- und Sachbüchern als E-Books"
3;"0952";"09.5.2";"000";"Zeitungen und Zeitschriften"
3;"0952";"09.5.2";"001";"Umfasst:"
3;"0952";"09.5.2";"001.001";"Zeitungen, Illustrierte u.a. Zeitschriften"
4;"09521";"09.5.2.1";"000";"Zeitungen"
4;"09521";"09.5.2.1";"001";"Umfasst:"
4;"09521";"09.5.2.1";"001.001";"Zeitungen, gekauft in Kiosken"
4;"09521";"09.5.2.1";"001.002";"Zeitungsabonnements (Hauszustellung)"
4;"09521";"09.5.2.1";"001.003";"Internetabonnements für Zeitungen"
4;"09522";"09.5.2.2";"000";"Magazine und Zeitschriften"
4;"09522";"09.5.2.2";"001";"Umfasst:"
4;"09522";"09.5.2.2";"001.001";"Lifestylemagazine"
4;"09522";"09.5.2.2";"001.002";"Kindermagazine; Hobby- und Freizeitmagazine"
4;"09522";"09.5.2.2";"001.003";"Wirtschafts- und Politmagazine"
4;"09522";"09.5.2.2";"001.004";"Fernsehzeitschriften"
4;"09522";"09.5.2.2";"001.005";"Zeitschriftenabonnements (Hauszustellung)"
4;"09522";"09.5.2.2";"001.006";"Internetabonnements für Zeitschriften"
3;"0953";"09.5.3";"000";"Andere Druckerzeugnisse"
3;"0953";"09.5.3";"001";"Umfasst:"
3;"0953";"09.5.3";"001.001";"Kataloge und Werbemittel"
3;"0953";"09.5.3";"001.002";"Poster, Post- oder Ansichtskarten, Kalender"
3;"0953";"09.5.3";"001.003";"Glückwunsch- und Visitenkarten, Ankündigungs- und Mitteilungskarten"
3;"0953";"09.5.3";"001.004";"Land- und Seekarten, Straßen- und Wanderkarten, Globen"
3;"0953";"09.5.3";"002";"Umfasst nicht:"
3;"0953";"09.5.3";"002.001";"Frankierte Postkarten und Aerogramme (s. 08.1.0)"
3;"0953";"09.5.3";"002.002";"Briefmarkenalben (s. 09.3.1)"
4;"09530";"09.5.3.0";"000";"Andere Druckerzeugnisse"
4;"09530";"09.5.3.0";"001";"Umfasst:"
4;"09530";"09.5.3.0";"001.001";"Kataloge und Werbemittel"
4;"09530";"09.5.3.0";"001.002";"Poster, Post- oder Ansichtskarten, Kalender"
4;"09530";"09.5.3.0";"001.003";"Glückwunsch- und Visitenkarten, Ankündigungs- und Mitteilungskarten"
4;"09530";"09.5.3.0";"001.004";"Land- und Seekarten, Straßen- und Wanderkarten, Globen"
4;"09530";"09.5.3.0";"002";"Umfasst nicht:"
4;"09530";"09.5.3.0";"002.001";"Frankierte Postkarten und Aerogramme (s. 08.1.0.1)"
4;"09530";"09.5.3.0";"002.002";"Briefmarkenalben (s. 09.3.1.1)"
3;"0954";"09.5.4";"000";"Schreibwaren und Zeichenmaterialien"
3;"0954";"09.5.4";"001";"Umfasst:"
3;"0954";"09.5.4";"001.001";"Kopierpapier, Druckpapier usw."
3;"0954";"09.5.4";"001.002";"Schreibblöcke, Kuverts, Rechenbücher, Notizbücher, Tagebücher"
3;"0954";"09.5.4";"001.003";"Federn, Bleistifte, Füllfedern, Kugelschreiber, Filzstifte, Tinten, Radiergummis, Bleistiftspitzer, Lineale usw."
3;"0954";"09.5.4";"001.004";"Matrizen, Kohlepapier, Farbbänder, Stempelkissen, Tuschen, Korrekturlack usw."
3;"0954";"09.5.4";"001.005";"Locher, Papierschneidemaschinen, Papierscheren, Aktenordner, Briefwaagen, Büroklebstoffe und -streifen, Heftmaschinen und Heftklammern, Büroklammern, Reißnägel usw."
3;"0954";"09.5.4";"001.006";"Zeichen- und Malmaterialien wie Leinwände, Papier, Karton, Farben, Zeichenkreiden, Pastellstifte und Pinsel"
3;"0954";"09.5.4";"002";"Umfasst auch:"
3;"0954";"09.5.4";"002.001";"Toner und Tintenstrahldruckpatronen"
3;"0954";"09.5.4";"002.002";"Lehrmaterial wie Übungshefte, Rechenschieber, geometrische Instrumente, Schiefertafeln, Kreiden und Bleistiftkästen"
3;"0954";"09.5.4";"003";"Umfasst nicht:"
3;"0954";"09.5.4";"003.001";"Frankierte Postkarten (s. 08.1.0)"
3;"0954";"09.5.4";"003.002";"Taschenrechner (s. 09.1.3)"
3;"0954";"09.5.4";"003.003";"Briefmarkenalben (s. 09.3.1)"
4;"09541";"09.5.4.1";"000";"Papierwaren"
4;"09541";"09.5.4.1";"001";"Umfasst:"
4;"09541";"09.5.4.1";"002";"- Schreibblöcke, Kuverts, Rechenbücher, Notizbücher, Tagebücher usw."
4;"09541";"09.5.4.1";"002.001";"Zeichenpapier"
4;"09541";"09.5.4.1";"002.002";"Lehrmaterial wie Übungshefte"
4;"09549";"09.5.4.9";"000";"Andere Schreibwaren und Zeichenmaterialien"
4;"09549";"09.5.4.9";"001";"Umfasst:"
4;"09549";"09.5.4.9";"001.001";"Federn, Bleistifte, Füllfedern, Kugelschreiber, Filzstifte, Tinten, Radiergummis, Bleistiftspitzer usw."
4;"09549";"09.5.4.9";"001.002";"Matrizen, Kohlepapier, Farbbänder, Stempelkissen, Korrekturlack usw."
4;"09549";"09.5.4.9";"001.003";"Locher, Papierschneidemaschinen, Papierscheren, Büroklebstoffe und -streifen, Heftmaschinen und Heftklammern, Büroklammern, Reißnägel usw."
4;"09549";"09.5.4.9";"001.004";"Zeichen- und Malmaterialien wie Leinwände, Karton, Farben, Zeichenkreiden, Pastellstifte und Pinsel"
4;"09549";"09.5.4.9";"002";"Umfasst auch:"
4;"09549";"09.5.4.9";"002.001";"Toner und Tintenstrahldruckpatronen"
4;"09549";"09.5.4.9";"002.002";"Rechenschieber, geometrische Instrumente, Schiefertafeln, Kreiden und Bleistiftkästen"
2;"096";"09.6";"000";"Pauschalreisen"
3;"0960";"09.6.0";"000";"Pauschalreisen"
3;"0960";"09.6.0";"001";"Umfasst:"
3;"0960";"09.6.0";"001.001";"Pauschalreisen sind alle Reisen und Ausflüge, bei denen Beförderung, Bewirtung, Beherbergung, Betreuung usw. im Preis enthalten ist"
3;"0960";"09.6.0";"002";"Umfasst auch:"
3;"0960";"09.6.0";"002.001";"Halbtages- und Tagesausflüge"
3;"0960";"09.6.0";"002.002";"Wallfahrten"
4;"09601";"09.6.0.1";"000";"Pauschalreisen für Urlaube im eigenen Land"
4;"09601";"09.6.0.1";"001";"Umfasst:"
4;"09601";"09.6.0.1";"001.001";"Urlaube, die in jenem Land verbracht werden, in dem der Urlauber seinen Wohnsitz hat"
4;"09602";"09.6.0.2";"000";"Pauschalreisen für Auslandsurlaube"
4;"09602";"09.6.0.2";"001";"Umfasst:"
4;"09602";"09.6.0.2";"001.001";"Urlaube, die im Ausland verbracht werden"
1;"10";"10.";"000";"BILDUNGSWESEN"
1;"10";"10.";"001";"Die Abteilung umfasst nur die Dienstleistungen der Bildungsbereiche. Sie enthält keine Ausgaben für Lehrmaterialien wie Bücher (s. 09.5.1) und Schreibwaren (s. 09.5.4) oder bildungsunterstützende Dienstleistungen wie Gesundheitsfürsorge (s. 06), Verkehrsdienstleistungen (s. 07.3), Verpflegungsleistungen (s. 11.1.2) und Beherbergungsleistungen (s. 11.2.0). Sie enthält auch Bildungsprogramme der Rundfunk- und Fernsehsender. Die Aufgliederung der Dienstleistungen der Bildungsbereiche basiert auf den Bildungsstufen der 1997 erstellten Internationalen Standardklassifikation des Bildungswesens (ISCED-97) der Organisation für Bildungswesen, Wissenschaft und Kultur der Vereinten Nationen (UNESCO)."
2;"101";"10.1";"000";"Dienstleistungen der Bildungseinrichtungen des Elementar- und Primarbereichs"
3;"1010";"10.1.0";"000";"Dienstleistungen der Bildungseinrichtungen des Elementar- und Primarbereichs"
3;"1010";"10.1.0";"001";"Umfasst:"
3;"1010";"10.1.0";"001.001";"Bildungsstufen 0 und 1 der ISCED-97: Dienstleistungen der Bildungseinrichtungen des Elementar- und Primarbereichs"
3;"1010";"10.1.0";"002";"Umfasst auch:"
3;"1010";"10.1.0";"002.001";"Dienstleistungen der Kindergärten"
3;"1010";"10.1.0";"002.002";"Alphabetisierungsprogramme für Studenten, die zu alt für den Primarbereich sind"
4;"10101";"10.1.0.1";"000";"Dienstleistungen der Bildungseinrichtungen des Elementarbereichs (ISCED-97 Kategorie 0)"
4;"10101";"10.1.0.1";"001";"Umfasst:"
4;"10101";"10.1.0.1";"001.001";"ISCED-97 Kategorie 0: Dienstleistungen der Bildungseinrichtungen des Elementarbereichs sind die erste Stufe organisierten Lernens um sehr junge Kinder an schulähnliche Einrichtungen zu gewöhnen. Sie sind eingerichtet, die pädagogischen und entwicklungsbedingten Bedürfnisse von Kindern im Alter zwischen 3 und 6 Jahren zu erfüllen. Die Bildung kann auch in Krankenhäusern, in speziellen Schulen oder Übungsstätten erfolgen."
4;"10102";"10.1.0.2";"000";"Dienstleistungen der Bildungseinrichtungen des Primarbereichs (ISCED-97 Kategorie 1)"
4;"10102";"10.1.0.2";"001";"Umfasst:"
4;"10102";"10.1.0.2";"001.001";"ISCED-97 Kategorie 1: Dienstleistungen der Bildungseinrichtungen des Primarbereichs beginnen für gewöhnlich im Alter von 5, 6 oder 7 Jahren und dauern zwischen 4 und 6 Jahre. Der Unterricht ist normalerweise darauf ausgerichtet, den Schülern eine Grundausbildung in Lesen, Schreiben und Rechnen und ein Grundverständnis anderer Unterrichtsgegenstände zu vermitteln. Organisierter Unterricht für Kinder mit speziellen Bedürfnissen sollte ebenfalls enthalten sein."
4;"10102";"10.1.0.2";"001.002";"Alphabetisierungskurse oder Kurse für Grundfertigkeiten innerhalb oder außerhalb des Schulsystems, welche den gleichen Inhalt haben wie Bildungseinrichtungen des Primarbereichs"
2;"102";"10.2";"000";"Dienstleistungen der Bildungseinrichtungen des Sekundarbereichs"
3;"1020";"10.2.0";"000";"Dienstleistungen der Bildungseinrichtungen des Sekundarbereichs"
3;"1020";"10.2.0";"001";"Umfasst:"
3;"1020";"10.2.0";"001.001";"Bildungsstufen 2 und 3 der ISCED-97: Dienstleistungen der Bildungseinrichtungen des unteren und des oberen Sekundarbereichs"
3;"1020";"10.2.0";"002";"Umfasst auch:"
3;"1020";"10.2.0";"002.001";"Außerschulische Unterrichtsdienstleistungen für Erwachsene und junge Leute im Sekundarbereich"
4;"10200";"10.2.0.0";"000";"Dienstleistungen der Bildungseinrichtungen des Sekundarbereichs"
4;"10200";"10.2.0.0";"001";"Umfasst:"
4;"10200";"10.2.0.0";"001.001";"Bildungsstufen 2 und 3 der ISCED-97: Dienstleistungen der Bildungseinrichtungen des unteren und des oberen Sekundarbereichs"
4;"10200";"10.2.0.0";"002";"Umfasst auch:"
4;"10200";"10.2.0.0";"002.001";"Außerschulische Unterrichtsdienstleistungen für Erwachsene und junge Leute im Sekundarbereich"
2;"103";"10.3";"000";"Dienstleistungen des postsekundaren, nicht-tertiären Bildungsbereichs"
3;"1030";"10.3.0";"000";"Dienstleistungen des postsekundaren, nicht-tertiären Bildungsbereichs"
3;"1030";"10.3.0";"001";"Umfasst:"
3;"1030";"10.3.0";"001.001";"Bildungsstufe 4 der ISCED-97: Dienstleistungen des postsekundaren, nicht-tertiären Bildungbereichs"
3;"1030";"10.3.0";"002";"Umfasst auch:"
3;"1030";"10.3.0";"002.001";"Außerschulische Unterrichtsleistungen für Erwachsene und junge Leute im postsekundaren, nicht-tertiären Bereich"
4;"10300";"10.3.0.0";"000";"Dienstleistungen des postsekundaren, nicht-tertiären Bildungsbereichs"
4;"10300";"10.3.0.0";"001";"Umfasst:"
4;"10300";"10.3.0.0";"001.001";"Bildungsstufe 4 der ISCED-97: Dienstleistungen des postsekundaren, nicht-tertiären Bildungbereichs"
4;"10300";"10.3.0.0";"002";"Umfasst auch:"
4;"10300";"10.3.0.0";"002.001";"Außerschulische Unterrichtsleistungen für Erwachsene und junge Leute im postsekundaren, nicht-tertiären Bereich"
2;"104";"10.4";"000";"Dienstleistungen der Bildungseinrichtungen des Tertiärbereichs"
3;"1040";"10.4.0";"000";"Dienstleistungen der Bildungseinrichtungen des Tertiärbereichs"
3;"1040";"10.4.0";"001";"Umfasst:"
3;"1040";"10.4.0";"001.001";"Bildungsstufen 5 und 6 der ISCED-97: erste und zweite Stufe der Dienstleistungen der Bildungseinrichtungen des Tertiärbereichs"
4;"10400";"10.4.0.0";"000";"Dienstleistungen der Bildungseinrichtungen des Tertiärbereichs"
4;"10400";"10.4.0.0";"001";"Umfasst:"
4;"10400";"10.4.0.0";"001.001";"Bildungsstufen 5 und 6 der ISCED-97: erste und zweite Stufe der Dienstleistungen der Bildungseinrichtungen des Tertiärbereichs"
2;"105";"10.5";"000";"Dienstleistungen nicht einstufbarer Bildungseinrichtungen"
3;"1050";"10.5.0";"000";"Dienstleistungen nicht einstufbarer Bildungseinrichtungen"
3;"1050";"10.5.0";"001";"Umfasst:"
3;"1050";"10.5.0";"001.001";"Bildungsprogramme, gewöhnlich für Erwachsene, die keine spezielle Eingangsunterweisung benötigen, wie z.B. Berufsausbildung und kulturelle Entwicklung"
3;"1050";"10.5.0";"002";"Umfasst nicht:"
3;"1050";"10.5.0";"002.001";"Fahrunterricht (s. 07.2.4)"
3;"1050";"10.5.0";"002.002";"Freizeitübungskurse, z.B. für Sport oder Bridge von unabhängigen Lehrern (s. 09.4.1)"
4;"10500";"10.5.0.0";"000";"Dienstleistungen nicht einstufbarer Bildungseinrichtungen"
4;"10500";"10.5.0.0";"001";"Umfasst:"
4;"10500";"10.5.0.0";"001.001";"Bildungsprogramme, gewöhnlich für Erwachsene, die keine spezielle Eingangsunterweisung benötigen, wie z.B. Berufsausbildung und kulturelle Entwicklung"
1;"11";"11.";"000";"BEHERBERGUNGS- UND GASTSTÄTTENDIENSTLEISTUNGEN"
2;"111";"11.1";"000";"Verpflegungsdienstleistungen"
3;"1111";"11.1.1";"000";"Restaurants, Cafés, Straßenverkauf u.ä."
3;"1111";"11.1.1";"001";"Umfasst:"
3;"1111";"11.1.1";"001.001";"Verpflegungsdienstleistungen (Speisen, Imbisse, Getränke und Erfrischungen), die von Restaurants, Cafés, Buffets, Bars, Teestuben usw. oder von folgenden Einrichtungen erbracht werden:"
3;"1111";"11.1.1";"001.001.001";"Freizeit-, Kultur-, Sport- oder Unterhaltungseinrichtungen, z.B. Theater, Kinos, Sportstätten, Schwimmbäder, Sportanlagen, Museen, Kunstgalerien, Nachtclubs, Tanzlokale usw."
3;"1111";"11.1.1";"001.001.002";"In öffentlichen Verkehrsmitteln (Busse, Züge, Schiffe, Flugzeuge), sofern der Preis für diese Leistungen nicht im Fahrpreis enthalten ist"
3;"1111";"11.1.1";"001.001.003";"Verkauf von Erzeugnissen für den sofortigen Verbrauch durch Kioske, Straßenverkauf u.Ä., einschließlich von Automaten ausgegebene verzehrfertige Erzeugnisse"
3;"1111";"11.1.1";"001.001.004";"Verkauf von zubereiteten Speisen von Restaurants zum Mitnehmen"
3;"1111";"11.1.1";"001.001.005";"Verkauf von zubereiteten Mahlzeiten durch Caterer entweder zum Mitnehmen oder mit Lieferung"
3;"1111";"11.1.1";"002";"Umfasst auch:"
3;"1111";"11.1.1";"002.001";"Trinkgelder"
3;"1111";"11.1.1";"003";"Umfasst nicht:"
3;"1111";"11.1.1";"003.001";"Tabakwarenkäufe (s. 02.2.0)"
3;"1111";"11.1.1";"003.002";"Telefongespräche (s. 08.3.0)"
3;"1111";"11.1.1";"003.003";"Bewirtungsleistungen von Kantinen und Mensen (s. 11.1.2)"
4;"11111";"11.1.1.1";"000";"Restaurants, Cafés und Tanzlokale"
4;"11111";"11.1.1.1";"001";"Umfasst:"
4;"11111";"11.1.1.1";"001.001";"Betriebe, die Hauptmahlzeiten anbieten"
4;"11111";"11.1.1.1";"001.002";"Betriebe, die hauptsächlich Getränke anbieten: Cafés, Buffets, Bars, Teestuben usw."
4;"11111";"11.1.1.1";"002";"- Verpflegungsdienstleistungen von Freizeit-, Kultur-, Sport- oder Unterhaltungseinrichtungen, z.B. Theater, Kinos, Sportstätten, Schwimmbäder, Sportanlagen, Museen, Kunstgalerien, Nachtclubs, Tanzlokale usw."
4;"11112";"11.1.1.2";"000";"Schnellrestaurants und Betriebe, die Speisen und Getränke zum Mitnehmen verkaufen"
4;"11112";"11.1.1.2";"001";"Umfasst:"
4;"11112";"11.1.1.2";"001.001";"Betriebe, die Snacks und Fast-food anbieten"
4;"11112";"11.1.1.2";"001.002";"Verpflegungsdienstleistungen in öffentlichen Verkehrsmitteln (Busse, Züge, Schiffe, Flugzeuge usw.), sofern der Preis für diese Leistungen nicht im Fahrpreis enthalten ist"
4;"11112";"11.1.1.2";"002";"Umfasst auch:"
4;"11112";"11.1.1.2";"002.001";"Verkauf von Speisen und Getränken für den sofortigen Verbrauch durch Kioske, Imbissständen, Straßenhändlern u.Ä., einschließlich von Automaten ausgegebene verzehrfertige Erzeugnisse"
4;"11112";"11.1.1.2";"002.002";"Verkauf von zubereiteten Speisen von Restaurants zum Mitnehmen"
4;"11112";"11.1.1.2";"002.003";"Verkauf von zubereiteten Mahlzeiten durch Caterer entweder zum Mitnehmen oder mit Lieferung"
3;"1112";"11.1.2";"000";"Kantinen, Mensen"
3;"1112";"11.1.2";"001";"Umfasst:"
3;"1112";"11.1.2";"001.001";"Verpflegungsdienstleistungen von Kantinen in Betrieben, Büros, Schulen, Universitäten und anderen Bildungseinrichtungen"
3;"1112";"11.1.2";"002";"Umfasst auch:"
3;"1112";"11.1.2";"002.001";"Militärkasinos und Offiziersmessen"
3;"1112";"11.1.2";"003";"Umfasst nicht:"
3;"1112";"11.1.2";"003.001";"Speisen und Getränke für Krankenhauspatienten (s. 06.3.0)"
4;"11120";"11.1.2.0";"000";"Kantinen, Mensen"
4;"11120";"11.1.2.0";"001";"Umfasst:"
4;"11120";"11.1.2.0";"001.001";"Verpflegungsdienstleistungen von Kantinen in Betrieben, Büros, Schulen, Universitäten und anderen Bildungseinrichtungen"
